"Name","n_poste","Level","Section","Role","status","year","institutions","ID","X","X.1","Id.author.no"
"Serge Ragano",4464,"MCF","70"," v_pdt","interne",2019," EFTS","111762324",NA,NA,NA
"Serge Thomazet",4353,"MCF",NA,NA,"externe",2018," Université Clermont-Auvergne ","166830879",NA,NA,NA
"SERRES Guillaume",76," MCF","70",NA,"interne",2018,NA,"230968171",NA,NA,NA
"Séverine BEHRA",1206,"MCF","07 ",NA,"interne",2019,NA,"158867076",NA,NA,NA
"Séverine CHAUVEL",4398,"MCF","19",NA,"externe",2017," Paris-Est Créteil","157311635",NA,NA,NA
"Séverine Depoilly",4648,"MCF",NA,NA,"interne",2020,"INSPE Université de Poitiers","162216661",NA,NA,NA
"Séverine DEPOILLY",4501,"MCF","19",NA,"externe",2017," Poitiers","162216661",NA,NA,NA
"SIBERTIN-BLANC Guillaume",4439," PR","17",NA,"interne",2018,NA,"81915284",NA,NA,NA
"SIBERTIN-BLANC Guillaume",4440," PR","17",NA,"interne",2018,NA,"81915284",NA,NA,NA
"SICARD Mathieu",340,"PR"," 67 ",NA,"interne",2019,NA,"79130909",NA,NA,NA
"SIDO Xavier",75,NA,NA,NA,"interne",2018,NA,"193088258",NA,NA,NA
"SIDO Xavier",75,NA,NA,NA,"interne",2018,NA,"193088258",NA,NA,NA
"Sigolène COUCHOT SCHIEX",4291,"MCF",NA,NA,"externe",2017," Paris-Est Créteil ","103174559",NA,NA,NA
"Sigolène COUCHOT SCHIEX",4519,"MCF","70",NA,"externe",2019," Université de Créteil","103174559",NA,NA,NA
"Silke Schauder",4401,"PU","16",NA,"externe",2017," Picardie-Amiens ","83152067",NA,NA,NA
"Silvia LUCCHINI",4273,"PR","70",NA,"externe",2020,"Université Louvain-la-Neuve ","75691310",NA,NA,NA
"Simon MODESTE",643,"MCF","26",NA,"externe",2018," Montpellier ","170791157",NA,NA,NA
"Simon MODESTE",4460,NA,NA,NA,"externe",2019,NA,"170791157",NA,NA,NA
"Simon MODESTE",4587,NA,NA,NA,"externe",2020,NA,"170791157",NA,NA,NA
"Simona Tersigni",4559,"MCF","19",NA,"externe",2018," NAnterre","81379722",NA,NA,NA
"Solveig FERNAGU",4519,"MCF","70"," pdte ","interne",2019,NA,"56575440",NA,NA,NA
"Solveig FERNAGU ",4511,NA,NA,NA,"externe",2019,NA,"56575440",NA,NA,NA
"SOMAT Alain",44,"PR",NA,NA,"externe",2020,"Université de Rennes 2","52202119",NA,NA,NA
"Sondess BEN ABID ZARROUK ",1073," MCF","70",NA,"externe",2018," Université Haut Alsace ","224551345",NA,NA,NA
"Sondess BEN ABID ZARROUK ",4226,"MCF HDR","70"," pdt ","interne",2020,"Université de Mulhouse","224551345",NA,NA,NA
"Sophie AUDIDIERE",4361,"MCF","17",NA,"externe",2017," Bourgogne ","85751669",NA,NA,NA
"Sophie BEROUD",4378,"PR"," 04 ",NA,"interne",2019,NA,"57460132",NA,NA,NA
"Sophie GENELOT",4544,"MCF",NA,NA,"externe",2018,NA,"34867856",NA,NA,NA
"Sophie LERNER-SEI",4265,"MCF",NA,NA,"interne",2017,NA,"132805871",NA,NA,NA
"Sophie LERNER-SEI",4409,"MCF","70",NA,"externe",2017," Paris 5 ","132805871",NA,NA,NA
"Sophie LOUARGANT",131,"MCF",NA,NA,"interne",2017,NA,"76104885",NA,NA,NA
"Sophie MORLAIX",193,"PR",NA,NA,"externe",2017," Bourgogne ","119170302",NA,NA,NA
"Sophie MORLAIX",197,"PR",NA,NA,"externe",2017," Bourgogne ","119170302",NA,NA,NA
"Sophie MORLAIX",4336,"PR","70",NA,"externe",2020,"Université de Dijon","119170302",NA,NA,NA
"Sophie MORLAIX",4409,"PR","70","pdt","interne",2017,NA,"119170302",NA,NA,NA
"Sophie MORLAIX",4452,"PR","70",NA,"externe",2018," Université de Bourgogne ","119170302",NA,NA,NA
"Sophie MORLAIX",4466," PR","70",NA,"externe",2018,NA,"119170302",NA,NA,NA
"Sophie MORLAIX",4565,NA,NA,NA,"externe",2020,NA,"119170302",NA,NA,NA
"Sophie RUEL",4372,"MCF","70",NA,"interne",2017,NA,"133984001",NA,NA,NA
"Souad Zouani-Denoux",4208,"MCF","70",NA,"interne",2017,NA,NA,NA,NA,"124579620"
"SPINELLI Elsa",42,"PR                                                                        ",NA,NA,"interne",2020,"Université Grenoble Alpes","91901243",NA,NA,NA
"Stanislas Morel",4219,"MCF",NA,NA,"interne",2017,NA,"176553703",NA,NA,NA
"STARCK Sylvain",75,NA,NA,NA,"externe",2018,NA,"140804994",NA,NA,NA
"STARCK Sylvain",75,NA,NA,NA,"externe",2018,NA,"140804994",NA,NA,NA
"Stéphane Beaud",645,NA,NA,NA,"externe",2018,NA,"35279281",NA,NA,NA
"Stéphane Beaud",4648,"PR",NA,NA,"interne",2020,"INSPE Université de Poitiers","35279281",NA,NA,NA
"Stéphane Bonnery",4380,NA,NA,NA,"externe",2017,"Paris 8 ","69039089",NA,NA,NA
"Stéphane Bonnery",4762,NA,NA,"pdt","externe",2020,"Université Paris 8","69039089",NA,NA,NA
"Stéphane BONNERY",4349,"PR","70",NA,"externe",2018," Université Paris 8 ","69039089",NA,NA,NA
"Stéphane BONNERY",4499,"PU","70",NA,"interne",2020,"Université Paris 8","69039089",NA,NA,NA
"Stéphane Brau-Antony",1257,"PU","70",NA,"externe",2020,"Université de Reims","93630832",NA,NA,NA
"Stéphane Brau-Antony",4329,"PR","70"," pdt","interne",2018,NA,"93630832",NA,NA,NA
"Stéphane Brau-Antony",4421,NA,NA,"v_pdt","interne",2020,"Université de Reims","93630832",NA,NA,NA
"Stéphane Brau-Antony",4573,NA,"70",NA,"externe",2018," Reims","93630832",NA,NA,NA
"Stéphane BRAU-ANTONY",4287,"PR",NA,"pdt","interne",2017,NA,"93630832",NA,NA,NA
"Stéphane BRAU-ANTONY",4291,"PR",NA,NA,"interne",2017,NA,"93630832",NA,NA,NA
"Stéphane BRAU-ANTONY",4365,"PR","70"," pdt ","interne",2019,NA,"93630832",NA,NA,NA
"Stéphane BRAU-ANTONY",4403,NA,NA,NA,"externe",2017,NA,"93630832",NA,NA,NA
"Stéphane BRAU-ANTONY",4420,"PR","70"," pdt ","interne",2020,"Université de Reims","93630832",NA,NA,NA
"Stéphane BRUNEL",749,NA,NA,NA,"externe",2019,NA,"110204778",NA,NA,NA
"Stéphane CHAUVIER",4361,"PR","17",NA,"interne",2017,NA,"34748679",NA,NA,NA
"Stéphane LELIÈVRE",4254,"MCF","10",NA,"externe",2019," Sorbonne Université ","117635375",NA,NA,NA
"Stéphane LELIÈVRE",4427,"MCF","10",NA,"externe",2019," ESPE de Paris","117635375",NA,NA,NA
"Stéphane Simonian",160,"PR                                                                                                                                                                                                                                                   ","70",NA,"externe",2020,"Université de Lyon   ","111351545",NA,NA,NA
"Stéphane Simonian",4313,"PR",NA,NA,"externe",2018," Lyon 2 ","111351545",NA,NA,NA
"Stéphane Simonian",4446,NA,NA,NA,"interne",2020,"Université Lyon 2 (Lumière)","111351545",NA,NA,NA
"Stéphane SIMONIAN",544,"PR","70",NA,"externe",2017," Lyon 2","111351545",NA,NA,NA
"Stéphane SIMONIAN",745,NA,NA,NA,"externe",2019,NA,"111351545",NA,NA,NA
"Stéphane SIMONIAN",4306,"PR",NA,NA,"externe",2017," Lyon 2 ","111351545",NA,NA,NA
"Stéphane SIMONIAN",4377,"PR","70"," pdt ","interne",2019,NA,"111351545",NA,NA,NA
"Stéphane Simonian ",4447,NA,NA,NA,"interne",2020,"Université Lyon 2 (Lumière)","111351545",NA,NA,NA
"Stéphane TISON",4365,NA,NA,NA,"externe",2019,NA,"66917409",NA,NA,NA
"Stéphanie COLIN",4376,"MCF"," 16 ",NA,"interne",2019,NA,"80145191",NA,NA,NA
"Stéphanie NETTO",4545,"MCF",NA,NA,"externe",2018,NA,"157015637",NA,NA,NA
"Stéphanie Rubi",4346,NA,NA,NA,"externe",2020,NA,"75645939",NA,NA,NA
"Stéphanie Rubi",4772,"NA                                                                                                                                                                                                                                                                                                                                                                         ",NA,NA,"externe",2020,"Université Paris Descartes ","75645939",NA,NA,NA
"Stéphanie Rubi",4775,"NA                                                                                                                                                                                                                                                                                                                                                                         ",NA,NA,"externe",2020,"Université Paris Descartes ","75645939",NA,NA,NA
"Stéphanie RUBI",4285,"MCF","70",NA,"externe",2017," Bordeaux Montaigne ","75645939",NA,NA,NA
"Stéphanie RUBI",4336,"PR                                                                                                                                                               ","70",NA,"externe",2020,"Université Paris Descartes","75645939",NA,NA,NA
"SUCHAUT Bruno",406,"PR",NA,NA,"externe",2019," Université de Lausanne ","34097317",NA,NA,NA
"Suzanne HUSSON",4361,"MCF","17",NA,"interne",2017,NA,"71470077",NA,NA,NA
"Sylvain Broccolichi",56,NA,NA,NA,"interne",2019,NA,"66906016",NA,NA,NA
"Sylvain Broccolichi",4265,"PU",NA,NA,"externe",2017,NA,"66906016",NA,NA,NA
"Sylvain Chareyron",4639,"MCF","5",NA,"interne",2019,NA,"20031517X",NA,NA,NA
"Sylvain Connac",4208,"MCF","70",NA,"interne",2017,NA,"104499036",NA,NA,NA
"Sylvain CONNAC",4224,"MCF",NA,NA,"interne",2018,NA,"104499036",NA,NA,NA
"Sylvain DOUSSOT",4403,NA,NA,NA,"interne",2017,NA,"142513016",NA,NA,NA
"Sylvain DOUSSOT",4463,NA,NA,"pdt ","interne",2018,NA,"142513016",NA,NA,NA
"Sylvain OBAJTEK",94,"MFC","70",NA,"externe",2019," ESPE - LNF","185582346",NA,NA,NA
"Sylvain Starck",4208,"MCF",NA,NA,"externe",2017," Université de Lille 3","140804994",NA,NA,NA
"Sylvain Starck",4530,"MCF","70",NA,"externe",2020,NA,"140804994",NA,NA,NA
"Sylvain WAGNON",192,"PR","70","pdt","interne",2017,NA,"79359914",NA,NA,NA
"Sylvain WAGNON",362,NA,"70",NA,"interne",2020,"Université de Montpellier","79359914",NA,NA,NA
"Sylvie Canat",4208,"PR","70",NA,"interne",2017,NA,"99261723",NA,NA,NA
"Sylvie Canat",4400,"PU","70",NA,"externe",2017," Montpellier ","99261723",NA,NA,NA
"Sylvie Canat",4498,NA,"70",NA,"externe",2020,NA,"99261723",NA,NA,NA
"Sylvie CANAT",4224,"PR",NA,NA,"interne",2018,NA,"99261723",NA,NA,NA
"Sylvie CANAT",4514,NA,"70",NA,"externe",2019," Université Montpellier 3 ","99261723",NA,NA,NA
"Sylvie Condette",4265,"MCF",NA,NA,"externe",2017,NA,"81118821",NA,NA,NA
"Sylvie CONSIDERE",4329,"MCF","23",NA,"externe",2018," ESPE Lille Nord de France ","34778683",NA,NA,NA
"Sylvie Hurtrez-Bousses",4436,"PU","67",NA,"externe",2018,NA,NA,NA,NA,"150480725"
"Sylvie Mazzella",645,NA,NA,NA,"interne",2018,NA,"77367413",NA,NA,NA
"Sylvie Moussay",4464,"MCU","70",NA,"externe",2019," Université de Clermont-Auvergne","139641114",NA,NA,NA
"Sylvie PEREZ",191,"MCF","70",NA,"interne",2017,NA,"115551522",NA,NA,NA
"Sylvie WHARTON",4197,"PR","7",NA,"externe",2017," Aix-Marseille ","80469566",NA,NA,NA
"Sylvie WHARTON",4198,"PR","7",NA,"externe",2017," Université d'Aix-Marseille","80469566",NA,NA,NA
"Sylvie ZERILLO",4224,"MCF",NA,NA,"interne",2018,NA,"133748758",NA,NA,NA
"SylvieCALAS-ETIENNE",1087,"MCF"," 28 ",NA,"interne",2019,NA,NA,NA,NA,"120884232"
"T Alexopoulos",4647,NA,NA,"pdt","interne",2020,"Université de Poitiers","151121354",NA,NA,NA
"T Gaillat",62,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"059880910"
"T Jauriberry-dit-Bulain",4636,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"197377084"
"T Philippot",4591,"MCF","70",NA,"externe",2019," Université de Reims",NA,NA,NA,"131242857"
"TABACCHI Anne-Marie",4460,NA,NA,NA,"externe",2019,NA,"158306333",NA,NA,NA
"TALBOT Laurent",4460,"MCF","70",NA,"interne",2019,NA,"84178019",NA,NA,NA
"TARANTO Pascal",748,NA,NA,NA,"interne",2019,NA,"57752524",NA,NA,NA
"Tazouti Youssef",1257,"PU"," 16-70",NA,"interne",2020,"Université de Lorraine","70360235",NA,NA,NA
"TAZOUTI Youssef",1073," PR","16",NA,"interne",2018,NA,"70360235",NA,NA,NA
"TCHERKASSOF Anna",44,"MCF                                                                                            ",NA,NA,"interne",2020,"Université Grenoble Alpes","6982004X",NA,NA,NA
"TELLIER Marion",4326," PR",NA,NA,"externe",2018," Aix-Marseille Université ","77880005",NA,NA,NA
"Teresa ASSUDE",37,"PR ",NA,NA,"externe",2020,NA,"83966854",NA,NA,NA
"Teresa ASSUDE",643,"PU","70",NA,"interne",2018,NA,"83966854",NA,NA,NA
"Teresa ASSUDE",4376,"PR","70",NA,"externe",2019," ESPE Aix-Marseille ","83966854",NA,NA,NA
"Teresa Asude",4551,"PU ","70",NA,"externe",2020,NA,NA,NA,NA,"083966854"
"TESTE Benoit",42,"PR                                                                                                                                                                                                                                               ",NA,NA,"externe",2020,"Université Rennes 2","83720103",NA,NA,NA
"TEUTSCH Philippe",4311," MCF","27",NA,"externe",2018," Université Le Mans ","204230810",NA,NA,NA
"TEUTSCH Philippe",4524,NA,NA,NA,"externe",2019,NA,"204230810",NA,NA,NA
"Thérèse Levené",4501,"MCF ","70",NA,"externe",2020,NA,"91899052",NA,NA,NA
"Thérèse Perez-Roux",260,NA,NA,NA,"externe",2018,NA,"69006601",NA,NA,NA
"Thérèse Perez-Roux",117,NA,NA,NA,"externe",2019,"U Montpellier 3","69006601",NA,NA,NA
"Thérèse Perez-Roux",4374,NA,NA,"pdte","externe",2019,NA,"69006601",NA,NA,NA
"Thérèse PEREZ-ROUX",4224,"PR",NA,NA,"interne",2018,NA,"69006601",NA,NA,NA
"Thérèse PEREZ-ROUX",904,NA,NA,NA,"externe",2020,"Université Montpellier 3","69006601",NA,NA,NA
"Thérèse PEREZ-ROUX",4197,"PR","70",NA,"externe",2017," Montpellier 3 ","69006601",NA,NA,NA
"Thérèse PEREZ-ROUX",4208,"PR","70",NA,"interne",2017,NA,"69006601",NA,NA,NA
"Thérèse PEREZ-ROUX",4337,NA,"70",NA,"externe",2019," Université Paul-Valéry","69006601",NA,NA,NA
"Thermines Jean-François",4581,NA,NA,NA,"externe",2020,NA,NA,NA,NA,NA
"Thierry ARDOUIN",160,"PR","70",NA,"externe",2020,"Université de Rouen Normandie ","74242717",NA,NA,NA
"Thierry ARDOUIN",4226,"PR","70",NA,"externe",2020,NA,"74242717",NA,NA,NA
"Thierry ARDOUIN",4372,"PR","70",NA,"externe",2017," Rouen ","74242717",NA,NA,NA
"Thierry ARDOUIN",4410,"PU","70",NA,"interne",2018,NA,"74242717",NA,NA,NA
"Thierry ARDOUIN",4173,"PR","70"," pdt ","externe",2018," Rouen","74242717",NA,NA,NA
"Thierry BERTHET",749,NA,NA,"pdt","interne",2019,NA,"31966411",NA,NA,NA
"Thierry BOUCHETAL",4377,"MCF","70",NA,"interne",2019,NA,"191713732",NA,NA,NA
"Thierry BOUCHETAL",4446,NA,NA,"pdt ","interne",2020,"Université Lyon 2 (Lumière)","191713732",NA,NA,NA
"Thierry MICHALOT",4219,"MCF",NA,NA,"interne",2017,NA,"150987293",NA,NA,NA
"Thierry MICHALOT",4300,"MCF"," 70 ",NA,"interne",2020,"Université de Saint-Etienne","150987293",NA,NA,NA
"Thierry MICHALOT",4307,"MCF","70"," v_pdt ","interne",2020,"Université de Saint-Etienne","150987293",NA,NA,NA
"Thierry MICHALOT",4372,"MCF","70",NA,"externe",2017," Jean Monnet Saint-Étienne","150987293",NA,NA,NA
"Thierry MICHALOT",4378,"MCF","70",NA,"externe",2019," Université Jean Monnet - St Etienne ","150987293",NA,NA,NA
"Thierry MICHOT",4305,"PR",NA,NA,"interne",2017,NA,"59317213",NA,NA,NA
"Thierry MICHOT",4328," PR ",NA,NA,"interne",2018,NA,"59317213",NA,NA,NA
"Thierry NICOLAS",54,"MCF","23",NA,"interne",2017,NA,"69260974",NA,NA,NA
"Thierry Paillard",4191," PR ",NA,NA,"interne",2018,NA,"69202605",NA,NA,NA
"Thierry PHILIPPOT",4329,"MCF","70"," v_pdt","interne",2018,NA,"131242857",NA,NA,NA
"Thierry PHILIPPOT",4381,"MCF","70",NA,"externe",2018," Université de Reims ","131242857",NA,NA,NA
"Thierry Piot",4612,"PR",NA,NA,"externe",2020,"Université de Caen","89759567",NA,NA,NA
"Thierry PIOT",13,"PU","70",NA,"externe",2017," Caen ","89759567",NA,NA,NA
"Thierry PIOT",4325,"PR","70",NA,"externe",2019,NA,"89759567",NA,NA,NA
"Thierry PIOT",4287,"PR",NA,NA,"externe",2017," Caen","89759567",NA,NA,NA
"Thierry PIOT",4334,"PR","70",NA,"interne",2017,NA,"89759567",NA,NA,NA
"Thierry PIOT",4381,"PR","70"," pdt ","interne",2018,NA,"89759567",NA,NA,NA
"Thierry PIOT",4413,NA,"70"," pdt ","interne",2019,NA,"89759567",NA,NA,NA
"Thierry PIOT",4418,NA,"70",NA,"interne",2019,NA,"89759567",NA,NA,NA
"Thierry PIOT",4477,"PR","70",NA,"externe",2019," Université Caen ","89759567",NA,NA,NA
"Thierry PONCHON",4365,"MCF"," 7 ",NA,"interne",2019,NA,"73743186",NA,NA,NA
"Thierry Rambaud",4265,"PU",NA,NA,"interne",2017,NA,"57362025",NA,NA,NA
"Thierry SOUBRIE",4545,"MCF ",NA,NA,"externe",2018,NA,"79164617",NA,NA,NA
"THIEVEnaZ Joris",4300,"PR  ","70",NA,"externe",2020,NA,"166272922",NA,NA,NA
"Thomas Barrier",4551,"PU ",NA,NA,"externe",2020,NA,"157231550",NA,NA,NA
"THOMAZET Serge",4410,"MCF","70",NA,"externe",2018," ESPE Université Clermont Auvergne ","166830879",NA,NA,NA
"THOUROUDE Laurence",4410,"MCF","70",NA,"interne",2018,NA,NA,NA,NA,"238321185"
"TILLARD Bernadette",4438," PR","70",NA,"externe",2018," Université de Lille 1 ","70444013",NA,NA,NA
"TOUBERT-DUFFORT Danielle",4063,"MCF","16",NA,"interne",2018,NA,"144222353",NA,NA,NA
"TOUBERT-DUFFORT Danielle",4551,"MCF","70",NA,"externe",2018," INS HEA ","144222353",NA,NA,NA
"TOUBERT-DUFFORT Danielle",4551,"MCF","70",NA,"externe",2018," INS HEA ","144222353",NA,NA,NA
"TOULLEC-THERY Marie",4524,NA,NA,NA,"interne",2019,NA,"111224004",NA,NA,NA
"TOUZARD Blaise",4460,NA,NA,NA,"externe",2019,NA,"127998217",NA,NA,NA
"TROADEC Bertrand",4064,"PU","70",NA,"externe",2018,NA,"35785608",NA,NA,NA
"UHLRICH Gilles ",4464,NA,NA,NA,"externe",2018,NA,"101613431",NA,NA,NA
"ULMANN Anne-Lise",4173,"MCF","70",NA,"interne",2018,NA,"59625201",NA,NA,NA
"Urbanski Sébastien",4565,NA,NA,NA,"interne",2020,"Université de NAntes","169387089",NA,NA,NA
"V Liquète",4421,NA,NA,NA,"externe",2020,NA,NA,NA,NA,NA
"V Millogo",4647,NA,NA,NA,"interne",2020,"Université de Poitiers",NA,NA,NA,NA
"V Tellier",20,NA,NA,"v_pdt","interne",2020,"CY Cergy Paris Université",NA,NA,NA,"153441690"
"V Tellier",20,NA,NA,"v_pdt","interne",2020,"CY Cergy Paris Université",NA,NA,NA,"153441690"
"V Tellier",878,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille",NA,NA,NA,"153441690"
"V Tellier",878,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille",NA,NA,NA,"153441690"
"Valentin Schaepelynck",4401,"MCF","70",NA,"interne",2017,NA,"154832383",NA,NA,NA
"Valentin SCHAEPELYNCK",748,NA,NA,NA,"externe",2019,NA,"154832383",NA,NA,NA
"Valentin SCHAEPELYNCK",4439," MCF","70",NA,"interne",2018,NA,"154832383",NA,NA,NA
"Valentin SCHAEPELYNCK",4440," MCF","70"," v_pdt ","interne",2018,NA,"154832383",NA,NA,NA
"Valentin SCHAEPELYNCK",4516,"MCF","70",NA,"externe",2019," Université Paris 8","154832383",NA,NA,NA
"Valérie Becquet",4729,"PR",NA,NA,"externe",2020,"Université de Cergy","69940010",NA,NA,NA
"Valérie BECQUET",23,"PR"," 70 ",NA,"interne",2020,"CY CERGY PARIS UNIVERSITE","69940010",NA,NA,NA
"Valérie BECQUET",61,"PR","19",NA,"externe",2017," Cergy-Pontoise ","69940010",NA,NA,NA
"Valérie BECQUET",4061,"PU","70",NA,"externe",2017," Cergy Pontoise ","69940010",NA,NA,NA
"Valérie BECQUET",4349,"PR","70",NA,"interne",2018,NA,"69940010",NA,NA,NA
"Valérie BECQUET",4353,"PR",NA,"pdt ","interne",2018,NA,"69940010",NA,NA,NA
"Valérie BECQUET",4285,"PR","70",NA,"interne",2017,NA,"69940010",NA,NA,NA
"Valérie BECQUET",4355,"PR","70"," pdt","interne",2018,NA,"69940010",NA,NA,NA
"Valérie BECQUET",4425,NA,"70 ",NA,"interne",2019,NA,"69940010",NA,NA,NA
"Valérie BECQUET",4426,NA,"70"," v_pdte ","interne",2019,NA,"69940010",NA,NA,NA
"Valérie Inès De la Ville",4346,NA,NA,NA,"externe",2020,NA,"68780923",NA,NA,NA
"Valérie Legros",4501,"MCF ","70",NA,"externe",2020,NA,"129458929",NA,NA,NA
"Valérie LEGROS",646,"MCF","70",NA,"externe",2018," Univ Limoges ","129458929",NA,NA,NA
"Valérie MELIN",4285,"MCF","70",NA,"externe",2017," Lille","17674181X",NA,NA,NA
"Valérie MUNIER",322,"PR","28"," pdte ","interne",2019,NA,"112381170",NA,NA,NA
"Valérie MUNIER",125,"PR","28",NA,"externe",2020,"Université de Montpellier ","112381170",NA,NA,NA
"Valérie MUNIER",195,"?MCF","28",NA,"interne",2017,NA,"112381170",NA,NA,NA
"Valérie MUNIER",543,"MCF","28",NA,"externe",2017," Montpellier 2","112381170",NA,NA,NA
"Valérie MUNIER ",164,NA,NA,NA,"externe",2019,NA,"112381170",NA,NA,NA
"VALLEE Boris",44,"MCF                                                                                                                                                                                                                                 ",NA,NA,"externe",2020,"Université Rouen Bormandie",NA,NA,NA,"12743853X"
"Vanda LUENGO",4263,"PR",NA,NA,"externe",2017,NA,"138038325",NA,NA,NA
"VANDEBROUCK Fabrice",362,NA,"26",NA,"externe",2020,NA,"128468041",NA,NA,NA
"VANDEBROUCK Fabrice",4459,NA,NA,NA,"externe",2019,NA,"128468041",NA,NA,NA
"Vanessa CASTEJON",4321,"MCF",NA,NA,"interne",2019,NA,"70170843",NA,NA,NA
"Vanessa STETTINGER",4303," MCF  ",NA,NA,"externe",2018,NA,"61129305",NA,NA,NA
"VARI Judit",4480,"MCF                                                                                                                                                                                                                                                                                                                                    ","70",NA,"externe",2020,NA,NA,NA,NA,"177854588"
"VEILLARD Laurent",125,"PR","70",NA,"externe",2020,"Agrosup Dijon ","56263619",NA,NA,NA
"VEILLARD Laurent",4446,NA,NA,NA,"externe",2020,NA,"56263619",NA,NA,NA
"VERKAMPT Fanny",43,NA,NA,NA,"externe",2020,"Université Toulouse Jean Jaurès, Toulouse ","189859490",NA,NA,NA
"Véronique Bedin",4529,"MCF ","70",NA,"interne",2020,"Université de Toulouse Jean Jaurès","26714108",NA,NA,NA
"Véronique BORDES",76," PR","70",NA,"externe",2018," Université Jean JaurèsToulouse II ","78455197",NA,NA,NA
"Véronique BORDES",4219,"PR",NA,NA,"externe",2017,"Jean Jaurès Toulouse 2 EFTS ","78455197",NA,NA,NA
"Véronique BORDES",4372,"PR","70",NA,"interne",2017,NA,"78455197",NA,NA,NA
"Véronique BORDES",4516,"PR","70",NA,"externe",2019," UniversitéToulouse 2 ","78455197",NA,NA,NA
"Véronique BORDES",4438,NA,NA,NA,"interne",2018,NA,"78455197",NA,NA,NA
"Véronique BORDES",4460,"PR"," 70 ",NA,"interne",2019,NA,"78455197",NA,NA,NA
"Véronique BORDES",4477,"PR","70"," pdte ","interne",2019,NA,"78455197",NA,NA,NA
"Véronique BORDES",4648,"PR                                                                                                                                                                                                                                                                                                                                                       ",NA,NA,"externe",2020,NA,"78455197",NA,NA,NA
