"Name","n_poste","Level","Section","Role","status","year","institutions","ID","X","X.1","Id.author.no"
"P Genet",4314,"MCF","7",NA,"interne",2017,"Paris 7","59427183",NA,NA,NA
"P Haillet",20,NA,NA,NA,"interne",2020,"CY Cergy Paris Université",NA,NA,NA,"068961952"
"P Lautesse",260,NA,NA,NA,"externe",2018,NA,NA,NA,NA,"14964700X"
"P Lecroart",4543,NA,NA,"pdt","interne",2020,"INSPE Académie de Besançon","149688792",NA,NA,NA
"P Marzin",4314,"MCF",NA,NA,"externe",2017,"Grenoble","50171364",NA,NA,NA
"P Marzin-Janvier",4387,NA,NA,NA,"interne",2020,"Université de Bretagne Occidentale (Brest)",NA,NA,NA,"113062702"
"P Monneret",20,NA,NA,NA,"externe",2020,NA,"194321509",NA,NA,NA
"P Plantard",4421,NA,NA,NA,"externe",2020,NA,"76148459",NA,NA,NA
"P Roquet",4218,NA,NA,NA,"interne",2020,"CNAM","93544499",NA,NA,NA
"Pablo Buznic-Bourgeacq",4501,"MCF","70",NA,"interne",2020,"Université de Rouen","144696029",NA,NA,NA
"PAIVANDI Saeed",1073," PR","70"," v_pdt ","interne",2018,NA,"52206211",NA,NA,NA
"PARISSE Christophe",4063,"MCF","7",NA,"externe",2018,NA,"69504245",NA,NA,NA
"Pascal AUQUIER",570,"PU-PH","46-01",NA,"interne",2017,NA,"59818085",NA,NA,NA
"Pascal BRESSOUX",42,"PR",NA," pdt ","interne",2020,"Université Grenoble Alpes","32203772",NA,NA,NA
"Pascal BRESSOUX",131,"PR",NA,NA,"interne",2017,NA,"32203772",NA,NA,NA
"Pascal BRESSOUX",193,"PR",NA,NA,"interne",2017,NA,"32203772",NA,NA,NA
"Pascal BRESSOUX",197,"PR",NA,NA,"interne",2017,NA,"32203772",NA,NA,NA
"Pascal BRESSOUX",381,"PR",NA," pdt ","interne",2019,NA,"32203772",NA,NA,NA
"Pascal BRESSOUX",403,"PR ",NA,NA,"interne",2019,NA,"32203772",NA,NA,NA
"Pascal BRESSOUX",406,"PR",NA," pdt ","interne",2019,NA,"32203772",NA,NA,NA
"Pascal Clerc",24,NA,NA,NA,"interne",2020,"CY CERGY PARIS UNIVERSITE","116850108",NA,NA,NA
"Pascal CLERC",4426,NA,"23",NA,"interne",2019,NA,"116850108",NA,NA,NA
"Pascal CLERC",4425,NA,"23"," v_pdt","interne",2019,NA,"116850108",NA,NA,NA
"Pascal Dupont",4550,"MCF","70"," pdt","interne",2020,"INSPE  Toulouse Occitanie Pyrénées","80921728",NA,NA,NA
"Pascal Fugier",4612,"MCF",NA,NA,"externe",2020,"Université de Cergy","167805223",NA,NA,NA
"Pascal FUGIER",4285,"MCF","70",NA,"interne",2017,NA,"167805223",NA,NA,NA
"Pascal FUGIER",4355,"MCF","70",NA,"interne",2018,NA,"167805223",NA,NA,NA
"Pascal Mallet",4612,"PR",NA,NA,"interne",2020,"Université Paris NAnterre","34818715",NA,NA,NA
"Pascal Mallet",4403,"PR","16",NA,"interne",2017,NA,"34818715",NA,NA,NA
"Pascal MALLET",4551,"PR","17",NA,"externe",2018," Université Paris NAnterre ","34818715",NA,NA,NA
"Pascal MALLET",4514,NA,"16 ",NA,"interne",2019,NA,"34818715",NA,NA,NA
"Pascal MALLET",4551,"PR","17",NA,"externe",2018," Université Paris NAnterre ","34818715",NA,NA,NA
"Pascal MARQUET",44,"PR",NA,NA,"externe",2020,"Université de Strasbourg","55320473",NA,NA,NA
"Pascal MARQUET",4061,"PU","70",NA,"externe",2017," Strasbourg ","55320473",NA,NA,NA
"Pascal MARQUET",4466," PR","70",NA,"externe",2018,NA,"55320473",NA,NA,NA
"Pascal Nicolas Le Strat",4498,"70",NA,NA,"interne",2020,"Université Paris 8","34799923",NA,NA,NA
"Pascal Nouvel",4348,NA,"17",NA,"interne",2017,"Tours ","35424141",NA,NA,NA
"Pascal PANSU",4061,"PU","70",NA,"externe",2017," Grenoble ","75041243",NA,NA,NA
"Pascal PANSU",1087,"PR"," 16/70 ",NA,"externe",2019,NA,"75041243",NA,NA,NA
"Pascal PANSU",4376,"PR","70",NA,"externe",2019," Université Grenoble Alpes ","75041243",NA,NA,NA
"Pascal PLANTARD",4273,"PR","70",NA,"interne",2017,NA,"55326927",NA,NA,NA
"Pascal PLANTARD",4514,NA,"70",NA,"externe",2019," Université de Rennes 2 ","55326927",NA,NA,NA
"Pascal Roquet",4379,"PU","70",NA,"externe",2017," CNAM","34063005",NA,NA,NA
"Pascal Severac",4762,NA,NA,"v_pdt                                                                                                                                                                                                 ","interne",2020,"INSPE Académie de Créteil","35434198",NA,NA,NA
"Pascal SEVERAC",4501,"MCF","17",NA,"interne",2017,NA,"35434198",NA,NA,NA
"Pascal SIMONET",545,"MCF","16",NA,"interne",2017,NA,"157131696",NA,NA,NA
"Pascal SIMONET",646,"MCF","16",NA,"interne",2018,NA,"157131696",NA,NA,NA
"Pascal Terrien",37,"PR ",NA,NA,"externe",2020,NA,"80096786",NA,NA,NA
"Pascal Terrien",749,NA,NA,NA,"interne",2019,NA,"80096786",NA,NA,NA
"Pascal Terrien  ",904,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille",NA,NA,NA,NA
"Pascale BRANDT POMARES",125,"PR","70",NA,"externe",2020,"Université Aix-Marseille ","77902092",NA,NA,NA
"Pascale BRANDT POMARES",191,"PR","70",NA,"externe",2017," Aix-Marseille ","77902092",NA,NA,NA
"Pascale BRANDT POMARES",322,"PR","70",NA,"externe",2019," Aix-Marseille Université ","77902092",NA,NA,NA
"Pascale BRANDT POMARES",543,"PR","70",NA,"interne",2017,NA,"77902092",NA,NA,NA
"Pascale BRANDT POMARES",544,"PR","70",NA,"interne",2017,NA,"77902092",NA,NA,NA
"Pascale BRANDT POMARES",643,"PU","70"," pdt ","interne",2018,NA,"77902092",NA,NA,NA
"Pascale BRANDT POMARES",748,NA,NA,"v_pdte","interne",2019,NA,"77902092",NA,NA,NA
"Pascale BRANDT POMARES",749,NA,NA,"v_pdte","interne",2019,NA,"77902092",NA,NA,NA
"Pascale BRANDT POMARES",4263,"PR",NA,NA,"externe",2017,NA,"77902092",NA,NA,NA
"Pascale BRANDT POMARES",4268,"PR","70",NA,"externe",2017," ESPE Aix Marseille ","77902092",NA,NA,NA
"Pascale BRANDT POMARES",4438,"PU",NA,NA,"externe",2018,NA,"77902092",NA,NA,NA
"Pascale BRANDT POMARES",4460,"PR","70",NA,"externe",2019,"Aix-Marseille ","77902092",NA,NA,NA
"Pascale Garnier",4219,"PR",NA,NA,"externe",2017,"Paris 13 EXPERICE ","33978182",NA,NA,NA
"Pascale Garnier",4346,NA,NA,NA,"interne",2020,"Université Paris 13","33978182",NA,NA,NA
"Pascale Garnier",4574,NA,NA,NA,"externe",2018,"Paris 13","33978182",NA,NA,NA
"Pascale GARNIER",4325,"PR","70"," v_pdte","interne",2019,NA,"33978182",NA,NA,NA
"Pascale GARNIER",4321,"PR","70"," v_pdte","interne",2019,NA,"33978182",NA,NA,NA
"Pascale GARNIER",4334,"PR","70",NA,"externe",2017," Paris 13","33978182",NA,NA,NA
"Pascale GUIRAUD",4197,"PR","65",NA,"interne",2017,NA,"69094586",NA,NA,NA
"Patrice BOURDON",1206,"MCF","70",NA,"externe",2019," Université deNAntes ","80151108",NA,NA,NA
"Patrice BOURDON",4068,"MCF","70",NA,"externe",2019," ESPE NAntes","80151108",NA,NA,NA
"Patrice Bouyssières",4530,"MCF ","70"," pdt","interne",2020,"Université de Toulouse Jean Jaurès","82100306",NA,NA,NA
"Patrice CARO",4334,"PR","23",NA,"interne",2017,NA,"34892125",NA,NA,NA
"Patrice GOURDET",4427,"MCF"," 07 ",NA,"interne",2019,NA,"139753257",NA,NA,NA
"Patrice LAISNEY",646,"MCF","70",NA,"interne",2018,NA,"169757463",NA,NA,NA
"Patrice LAISNEY",749,NA,NA,NA,"interne",2019,NA,"169757463",NA,NA,NA
"Patricia Alonso",4348,NA,"70",NA,"externe",2017," Limoges ","139052496",NA,NA,NA
"Patricia Lambert",4762,NA,NA,NA,"externe",2020,"Université de Lyon  ","103874216",NA,NA,NA
"Patricia LONCLE",4285,"PR","70",NA,"externe",2017," Rennes ","52022056",NA,NA,NA
"Patricia MERCADER",4420,"PR","16",NA,"externe",2017," Lyon 2","33840350",NA,NA,NA
"Patricia REMOUSSENARD",75,NA,NA,NA,"interne",2018,NA,"85671835",NA,NA,NA
"Patricia REMOUSSENARD",75,NA,NA,NA,"interne",2018,NA,"85671835",NA,NA,NA
"Patricia REMOUSSENARD",4283,"PR","70",NA,"interne",2017,NA,"85671835",NA,NA,NA
"Patricia REMOUSSENARD",4466," PR","70",NA,"externe",2018,NA,"85671835",NA,NA,NA
"Patricia REMOUSSENARD",4477,"PR","70",NA,"externe",2019," Université Lille ","85671835",NA,NA,NA
"Patricia Tavignot",4501,"MCF","70"," v_pdt","interne",2020,"Université de Rouen","57594236",NA,NA,NA
"Patrick Cegielski",4559,"PU","27"," pdt","interne",2018,NA,"34478817",NA,NA,NA
"Patrick Geffard",4460,"MCF/HDR  ","70",NA,"externe",2019,"Université Paris 8","57565716",NA,NA,NA
"Patrick Geffard",4612,"MCF",NA,NA,"externe",2020,"Université Paris 8","57565716",NA,NA,NA
"Patrick HAILLET",4349,"PR","70",NA,"interne",2018,NA,"68961952",NA,NA,NA
"Patrick HAILLET",4427,"PR"," 07 ",NA,"interne",2019,NA,"68961952",NA,NA,NA
"Patrick Pelayo",24,NA,NA,NA,"interne",2017,NA,"56242956",NA,NA,NA
"Patrick SAVIDAN",4501,"PR","17",NA,"interne",2017,NA,"3215741X",NA,NA,NA
"Paul Olry",24,NA,NA,NA,"externe",2017,NA,"83522875",NA,NA,NA
"PAUL Thierry",748,NA,NA,"pdt","interne",2019,NA,"158973372",NA,NA,NA
"PELISSIER Lionel",322,"MCF","70",NA,"externe",2019," Université Toulouse - Jean Jaurès","159286069",NA,NA,NA
"PELISSIER Lionel",4460,NA,NA,"pdt","interne",2019,NA,"159286069",NA,NA,NA
"PENLOUP Marie-Claude",4367,"PR","7","v_pdt","interne",2018,NA,"56822014",NA,NA,NA
"PENTECOUTEAU Hugues",4311," MCF","70",NA,"interne",2018,NA,"61385042",NA,NA,NA
"PENTECOUTEAU Hugues",4326," MCF",NA,NA,"externe",2018," Université de Rennes 2 ","61385042",NA,NA,NA
"PEREZ-ROUX T",262,"PR",NA,NA,"externe",2018,NA,"69006601",NA,NA,NA
"PERIERPierre",4312," PU","70",NA,"interne",2018,NA,NA,NA,NA,"033782687"
"PETIT Lucie",4446,NA,NA,NA,"externe",2020,NA,"186402848",NA,NA,NA
"Philippe BERBIS",570,"PU-PH","50-03",NA,"interne",2017,NA,"8602681X",NA,NA,NA
"Philippe BLONDEAU",4421,"MCF","9",NA,"interne",2017,NA,"67729029",NA,NA,NA
"Philippe Bongrand",4353,"MCF",NA,NA,"interne",2018,NA,"149103360",NA,NA,NA
"Philippe Carré",4404,"PU","70",NA,"interne",2017,NA,"26768801",NA,NA,NA
"Philippe Carré",4611,NA,NA,NA,"interne",2020,"Université Paris NAnterre","26768801",NA,NA,NA
"Philippe CARRÉ",28," PR ","70",NA,"externe",2018,"Univ Paris NAnterre","26768801",NA,NA,NA
"Philippe CARRÉ",4519,"PR","70"," v_pdt ","interne",2019,NA,"26768801",NA,NA,NA
"Philippe Chaussecourte",4374,NA,NA,NA,"interne",2019,NA,"87989425",NA,NA,NA
"Philippe Chaussecourte",4498,NA,"70",NA,"externe",2020,NA,"87989425",NA,NA,NA
"Philippe CHAUSSECOURTE",4420,"PR","70",NA,"externe",2017," Paris Descartes ","87989425",NA,NA,NA
"Philippe CLERMONT",4365,"MCF","9",NA,"externe",2019," Strasbourg ","14799425X",NA,NA,NA
"Philippe CLERMONT",4421,"MCF","9",NA,"externe",2017," Strasbourg","14799425X",NA,NA,NA
"Philippe DESSUS",44,"PR ",NA,NA,"interne",2020,"Université Grenoble Alpes","80526470",NA,NA,NA
"Philippe DESSUS",197,"PR",NA,NA,"interne",2017,NA,"80526470",NA,NA,NA
"Philippe DESSUS",403,"PR",NA," pdt ","interne",2019,NA,"80526470",NA,NA,NA
"Philippe DESSUS",4378,"PR","70",NA,"externe",2019," Université deGrenoble Alpes ","80526470",NA,NA,NA
"Philippe DESSUS",4544,"PU",NA,NA,"externe",2018,NA,"80526470",NA,NA,NA
"Philippe Foray",4219,"PR",NA,NA,"interne",2017,NA,"74263595",NA,NA,NA
"Philippe FORAY",4224,"PR",NA,NA,"externe",2018,NA,"74263595",NA,NA,NA
"Philippe FORAY",4300,"PR","70"," v_pdt ","interne",2020,"Université de Saint-Etienne","74263595",NA,NA,NA
"Philippe FORAY",4307,"PR"," 70 ",NA,"interne",2020,"Université de Saint-Etienne","74263595",NA,NA,NA
"Philippe GIRARD",543,"PR","60",NA,"externe",2017," Bordeaux ","233306854",NA,NA,NA
"Philippe GUIMARD",4524,NA,NA,NA,"interne",2019,NA,"31199135",NA,NA,NA
"Philippe GUIMARD",4511,NA,NA,"pdt ","interne",2019,NA,"31199135",NA,NA,NA
"Philippe GUIMARD ",4329," PR",NA,NA,"externe",2018," Université de NAntes ","31199135",NA,NA,NA
"Philippe GUIMARD ",4471,NA,NA,NA,"interne",2018,NA,"31199135",NA,NA,NA
"Philippe HOPPENOT",4286,"PR","61",NA,"externe",2017," Evry ","164953345",NA,NA,NA
"Philippe Lacombe",117,NA,NA,NA,"externe",2019,"U Bretagne occidentale","85699020",NA,NA,NA
"Philippe Robert",4460,"PR  ","16",NA,"externe",2019,"Université Paris-Descartes","116143681",NA,NA,NA
"Philippe Sarremejane",4573,NA,"70","pdt","interne",2018,NA,"34756108",NA,NA,NA
"Philippe Sarremejane",4574,NA,"70",NA,"interne",2018,NA,"34756108",NA,NA,NA
"Philippe Vitale",645,NA,NA,NA,"interne",2018,NA,"101882955",NA,NA,NA
"PhilippeGABRIEL",1087,"MCF","70"," pdt ","externe",2019,NA,NA,NA,NA,"031034403"
"PICHOT Nathalie",381,"MCF",NA,NA,"externe",2019," IUT de Rennes","166380717",NA,NA,NA
"PICHOT Nathalie",406,"MCF",NA,NA,"externe",2019," IUT de Rennes","166380717",NA,NA,NA
"Pierre-André CARON",73," MCF ","70",NA,"interne",2018,"Univ Lille ","117452181",NA,NA,NA
"Pierre-André CARON",4286,"MCF","70",NA,"externe",2017," Lille 1","117452181",NA,NA,NA
"Pierre-Henri TAVOILLOT",4361,"MCF","17",NA,"interne",2017,NA,"35059087",NA,NA,NA
"Pierre-Yves BERNARD",4337,NA,"70",NA,"externe",2019," Université de NAntes ","89988663",NA,NA,NA
"Pierre-Yves GILLES",589,"PR","16",NA,"interne",2017,NA,"66908671",NA,NA,NA
"Pierre-Yves GILLES",630,"PU","16",NA,"interne",2018,NA,"66908671",NA,NA,NA
"Pierre-Yves GILLES",745,NA,NA,NA,"interne",2019,NA,"66908671",NA,NA,NA
"Pierre ALLORANT",4365,NA,NA,"pdt","interne",2019,NA,"7070094X",NA,NA,NA
"Pierre DEMEULENAERE",4398,"PR","19",NA,"interne",2017,NA,"34893962",NA,NA,NA
"Pierre Fournier",645,NA,NA,NA,"interne",2018,NA,"95976302",NA,NA,NA
"Pierre LOMBRAIL",570,"PU-PH","46-01",NA,"externe",2017," Paris 13 ","89061470",NA,NA,NA
"Pierre Périer",4398,"PR","70",NA,"externe",2017," Rennes 2 ","33782687",NA,NA,NA
"Pierre Périer",4337,NA,NA,NA,"interne",2019,NA,"33782687",NA,NA,NA
"Pierre Périer",4403,"PR","70",NA,"externe",2017," Rennes 2 ","33782687",NA,NA,NA
"Pierre Périer",4404,"PU","70",NA,"externe",2017," Rennes 2 ","33782687",NA,NA,NA
"Pierre Périer",4509,"PU","70",NA,"externe",2020,NA,"33782687",NA,NA,NA
"Pierre Périer",4648,"PR",NA,NA,"externe",2020,NA,"33782687",NA,NA,NA
"Pierre SÈVE",4428,"MCF","70",NA,"externe",2019," ESPE Clermont Auvergne","13971197X",NA,NA,NA
"PL Fort",20,NA,NA,NA,"interne",2020,"CY Cergy Paris Université","70288615",NA,NA,NA
"PLANCHE Pascale",4329," PR ",NA," pdt","interne",2018,NA,"75772906",NA,NA,NA
"POPA ROCH Maria",44,"MCF ",NA,NA,"externe",2020,"Université de Strasbourg","131120875",NA,NA,NA
"POPESCU Dana",4341," MCF","70",NA,"interne",2018,"ECP","114500479",NA,NA,NA
"POTOLIA Anthippi",4497,"MCF","7"," pdt","interne",2020,"Université Paris 8","80001122",NA,NA,NA
"PREAU Marie",4482,"PR","16",NA,"externe",2018,NA,"84340525",NA,NA,NA
"Prevot",878,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille","13185996X",NA,NA,NA
"PULIDO Loic",4524,NA,NA,NA,"externe",2019,NA,"200033344",NA,NA,NA
"PY Testenoire",20,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"148540198"
"R d'Enfert",4509," PU","70","pdt","interne",2020,"Université d'Amiens",NA,NA,NA,"070943427"
"R Menzies",4278,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"081947984"
"R Sock",4636,NA,NA,NA,"interne",2020,"Université de Strasbourg","143344412",NA,NA,NA
"R Vuillemin",4636,NA,NA,"v_pdt","interne",2020,"Université de Strasbourg","3028404X",NA,NA,NA
"RABATEL Alain",4367,"PR"," 07 & 09",NA,"externe",2018," Lyon","35445998",NA,NA,NA
"Rachid ZAROUF",643,"MCF","25",NA,"interne",2018,NA,"131147587",NA,NA,NA
"Rebecca ROGERS",4303," PU ",NA,NA,"interne",2018,NA,"31136362",NA,NA,NA
"RECOPE M",262,"MCF",NA,NA,"externe",2018,NA,NA,NA,NA,"059945133"
"Régine SCELLES",4068,"PR","16",NA,"externe",2019," Université ParisNAnterre ","35485809",NA,NA,NA
"Régine Sirota",4380,NA,NA,NA,"externe",2017,"Paris 5 ","29368391",NA,NA,NA
"Régine SIROTA",4263,"PR",NA,NA,"interne",2017,NA,"29368391",NA,NA,NA
"Régine SIROTA",4398,"PR","70",NA,"externe",2017," Paris Descartes ","29368391",NA,NA,NA
"Régis Mallet",4338,NA,NA,NA,"externe",2019,NA,"16761116X",NA,NA,NA
"Regis Revenin",4763,"MCF                                                                                                                                                                                                                                                                                                         ",NA,NA,"externe",2020,"Université Paris Sorbonne   ","91989280",NA,NA,NA
"REGNIER Jean-Claude",4343," PR ",NA,NA,"interne",2018,"ICAR","70335559",NA,NA,NA
"Rémi Bonasio",4464,"MCF","70","pdt","interne",2019," EFTS","188658378",NA,NA,NA
"Rémi CHAPPAZ",543,"PR","67",NA,"interne",2017,NA,"56757328",NA,NA,NA
"Rémi DESLYPER",4341," MCF ","70","v_ pdt","interne",2018,"ECP ","226974391",NA,NA,NA
"Rémi DESLYPER",4377,"MCF","70"," v_pdt ","interne",2019,NA,"226974391",NA,NA,NA
"Rémi GAGNAYRE",570,"PR","70",NA,"externe",2017," Paris 13 ","34119698",NA,NA,NA
"Remi GOASDOUE",4303," MCF ",NA,NA,"interne",2018,NA,"84077220",NA,NA,NA
"Rémi GOASDOUÉ",4064,"MCF","70",NA,"externe",2018,NA,"84077220",NA,NA,NA
"Rémi GOASDOUÉ",4428,"MCF","70",NA,"externe",2019," Paris Descartes ","84077220",NA,NA,NA
"Renaud D'ENFERT",4284,"PR","70",NA,"externe",2017," Picardie Jules Verne ",NA,NA,NA,"070943427"
"René ZEITLER",4329,NA,NA,NA,"interne",2018,NA,NA,NA,NA,NA
"René ZEITLER",4306,"MCF",NA,NA,"interne",2017,NA,NA,NA,NA,NA
"RENIER Samuel",4467,"MCF","70",NA,"interne",2020,"Université de Tours","184572312",NA,NA,NA
"RENIER Samuel",4480,"MCF","70",NA,"interne",2020,"Université de Tours (IUT de Tours)","184572312",NA,NA,NA
"Richard Wittorski",24,NA,NA,NA,"externe",2017,NA,"77290240",NA,NA,NA
"Rita KHANFOUR-ARMALE",4286,"MCF","31",NA,"interne",2017,NA,"138784434",NA,NA,NA
"RIX-LIEVRE Géraldine ",164,NA,NA,NA,"interne",2019,NA,"78171806",NA,NA,NA
"ROCHEX Jean-Yves",4440," PR","70"," pdt ","interne",2018,NA,"30072700",NA,NA,NA
"ROCHEX Jean-Yves",4551,"PR","70","pdt ","interne",2018,NA,"30072700",NA,NA,NA
"ROCHEX Jean-Yves",4551,"PR","70","pdt ","interne",2018,NA,"30072700",NA,NA,NA
"Roland GOIGOUX",76," PR","70",NA,"interne",2018,NA,"53522095",NA,NA,NA
"Roland GOIGOUX",164,NA,NA,"pdt ","interne",2019,NA,"53522095",NA,NA,NA
"Roland GOIGOUX",4061,"PU","70",NA,"externe",2017," Blaise Pascal Clermont Ferrand ","53522095",NA,NA,NA
"Roland GOIGOUX",4349,"PR","7",NA,"externe",2018," ESPE Université Clermont-Auvergne ","53522095",NA,NA,NA
"ROQUET Pascal",4173,"PR"," 70 ",NA,"interne",2018,NA,"34063005",NA,NA,NA
"ROSSIGNEUX-MEHEUST Mathilde ",4447,NA,NA,NA,"interne",2020,"Université Lyon 2 (Lumière)","190959878",NA,NA,NA
"ROUILLARD Rozenn",4311," MCF","70",NA,"interne",2018,NA,"17412029X",NA,NA,NA
"ROUILLARD Rozenn",4312," MCF","70",NA,"interne",2018,NA,"17412029X",NA,NA,NA
"ROUVELLAC Eric",4336,"PR","23",NA,"interne",2020,"Université de Limoges","94835462",NA,NA,NA
"ROUYER Véronique",4329," PR",NA,NA,"externe",2018," Université de Bordeaux ","60281332",NA,NA,NA
"ROVIRA Katia",4410,"PU","16",NA,"interne",2018,NA,"164106243",NA,NA,NA
"ROXIN Ioan",4438," PR","71",NA,"interne",2018,NA,"82844941",NA,NA,NA
"RUSCH Emmanuel",4467,"PU-PH"," 46-01 ",NA,"interne",2020,"Université de Tours","33533326",NA,NA,NA
"RUSCH Emmanuel",4480,"PU-PH"," 46-01 ",NA,"interne",2020,"Université de Tours (IUT de Tours)","33533326",NA,NA,NA
"S Bailly",4636,NA,NA,NA,"externe",2020,NA,"26701154",NA,NA,NA
"S Caillies",4421,NA,NA,NA,"interne",2020,"Université de Reims","83638393",NA,NA,NA
"S Fleck",19,NA,NA,NA,"externe",2020,NA,NA,NA,NA,NA
"S Jouffre",4647,NA,NA,"v_pdt","interne",2020,"Université de Poitiers",NA,NA,NA,"077920619"
"S Richardot",4509,"MCF","70",NA,"interne",2020,"Université d'Amiens","60307218",NA,NA,NA
"S Si-SaÏd Cherfi",4218,NA,NA,NA,"interne",2020,"CNAM",NA,NA,NA,NA
"S Simonian",4387,NA,NA,NA,"externe",2020,NA,"223774979",NA,NA,NA
"S Tirard",361,NA,NA,NA,"externe",2020,NA,"5577170X",NA,NA,NA
"S Wagnon",361,NA,NA,NA,"interne",2020,"Université de Montpellier","83045228",NA,NA,NA
"S Wharton",62,NA,NA,NA,"externe",2020,NA,"73307807",NA,NA,NA
"S Wharton",4278,NA,NA,NA,"externe",2020,NA,"73307807",NA,NA,NA
"Sabine JANSEN",4365,NA,NA,NA,"externe",2019,NA,"230543901",NA,NA,NA
"Sabrina Labbé",4530,"MCF ","70",NA,"interne",2020,"Université de Toulouse Jean Jaurès","95010750",NA,NA,NA
"Saint-Raymond Xavier",4587,NA,NA,NA,"interne",2020,"INSPE de NAntes","28793064",NA,NA,NA
"SALES-WUILLEMIN Edith",4499,"PU"," 16 ",NA,"interne",2020,"Université de Dijon","91450993",NA,NA,NA
"Samuel Boussion",4400,"MCF","70",NA,"interne",2017,NA,"86997181",NA,NA,NA
"SANCHEZ Eric",37,"PR ",NA,NA,"externe",2020,NA,"223756237",NA,NA,NA
"Sandie BERNARD",195,"MCF","70",NA,"externe",2017," Claude BerNArd Lyon 1 ","60774029",NA,NA,NA
"Sandie BERNARD",4482,"MCF","70",NA,"interne",2018,NA,"60774029",NA,NA,NA
"Sandra Gaviria",4509,"PU","70",NA,"externe",2020,NA,"70194602",NA,NA,NA
"Sandra Safourcade",4338,NA,NA,NA,"interne",2019,NA,"147890292",NA,NA,NA
"Sandre JEAN-LAROSE",4365,NA,NA,NA,"interne",2019,NA,NA,NA,NA,"144494906"
"Sandrine BAZILE",322,"MCF"," 09 ",NA,"interne",2019,NA,"115892001",NA,NA,NA
"Sandrine BAZILE",193,"MCF","9",NA,"interne",2017,NA,"115892001",NA,NA,NA
"Sandrine Croity-Belz",4400,"PU","16",NA,"externe",2017," J Jaurès Toulouse ","129557471",NA,NA,NA
"Sandrine CROITY-BELZ",1087,"PR"," 16 ",NA,"externe",2019,NA,"129557471",NA,NA,NA
"Sandrine NICOURD",4219,"MCF",NA,NA,"externe",2017,"Versailles Saint-Quentin","87489708",NA,NA,NA
"Sandrine NICOURD",4285,"MCF","19",NA,"externe",2017," UVSQ ","87489708",NA,NA,NA
"Sandrine NICOURD",4307,"MCF  ","19",NA,"externe",2020,NA,"87489708",NA,NA,NA
"Sarah CROCHÉ",4420,"PR","70",NA,"interne",2017,NA,"13608043X",NA,NA,NA
"SARRAZIN Philippe",406,"PR",NA,NA,"interne",2019,NA,"59220171",NA,NA,NA
"Saujat",879,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille","74433261",NA,NA,NA
"SCHOTT Anne-Marie",4482,"PUPH","46",NA,"interne",2018,NA,"91617561",NA,NA,NA
"Sébastien CHALIES",4387,"PR","70",NA,"interne",2017,NA,NA,NA,NA,NA
"Sébastien CHALIES",4477,"PR","70",NA,"interne",2019,NA,NA,NA,NA,NA
"Sébastien Fleuriel",24,NA,NA,NA,"interne",2017,NA,"60847719",NA,NA,NA
"Sébastien Jakubowski",43,"PR",NA,NA,"interne",2018,NA,"95633928",NA,NA,NA
"Sébastien JAKUBOWSKI",58,NA,NA,"v_pdt","interne",2019,NA,"95633928",NA,NA,NA
"Sébastien JAKUBOWSKI",749,NA,NA,NA,"externe",2019,NA,"95633928",NA,NA,NA
"Sébastien JAKUBOWSKI",904,NA,NA,NA,"externe",2020,"Université de Lille","95633928",NA,NA,NA
"Sébastien Pesce",4348,NA,"70",NA,"interne",2017,"Tours ","130361372",NA,NA,NA
"Sébastien Pesce",4530,"PU                                                                                                                                                                                                                                                                                                                                          ","11",NA,"externe",2020,NA,"130361372",NA,NA,NA
"Sébastien URBANSKI",4377,"MCF","70",NA,"externe",2019," Université de NAntes ","169387089",NA,NA,NA
"SEGUILLON Didier",4410,"MCF","74",NA,"externe",2018," Université Paris-NAnterre ","57121028",NA,NA,NA
"SEGUY Jean-Yves",4307,"MCF","70",NA,"interne",2020,"Université de Saint-Etienne","159196205",NA,NA,NA
"Séraphin ALAVA",4387,"PR","70",NA,"interne",2017,NA,"52737446",NA,NA,NA
"Serge Leblanc",260,NA,NA,NA,"interne",2018,NA,"60785020",NA,NA,NA
"Serge Leblanc",361,NA,NA,"v_pdt","interne",2020,"Université de Montpellier","60785020",NA,NA,NA
"Serge Leblanc",362,NA,"70 ",NA,"interne",2020,"Université de Montpellier","60785020",NA,NA,NA
"Serge Leblanc",4279,NA,NA,NA,"externe",2020,NA,"60785020",NA,NA,NA
"Serge LEBLANC",262,"PR",NA,NA,"interne",2018,NA,"60785020",NA,NA,NA
"Serge LEBLANC",1087,"PR"," 70 ",NA,"interne",2019,NA,"60785020",NA,NA,NA
"Serge LEBLANC",4291,"PR",NA,NA,"externe",2017," Montpellier ","60785020",NA,NA,NA
"Serge QUILIO",1207,"MCF","70",NA,"externe",2019," Université Côte d'Azur","164438289",NA,NA,NA
"Serge QUILIO",4544," MCF",NA,"v_pdt","interne",2018,NA,"164438289",NA,NA,NA
"Serge QUILIO",4460,NA,NA,"pdt","interne",2019,NA,"164438289",NA,NA,NA
"Serge QUILIO",4545," MCF",NA,"pdt","interne",2018,NA,"164438289",NA,NA,NA
